"Notes","State","State Code","Year","Year Code","Single Race 6","Single Race 6 Code",Deaths,Population,Crude Rate
,"New Jersey","34","2021","2021","Black or African American","2054-5",13,1419801,Unreliable
,"New Jersey","34","2021","2021","White","2106-3",28,6593546,0.4
,"New Jersey","34","2022","2022","Black or African American","2054-5",14,1429864,Unreliable
,"New Jersey","34","2022","2022","White","2106-3",24,6549769,0.4
,"New Jersey","34","2023 ","2023","Black or African American","2054-5",14,1442900,Unreliable
,"New Jersey","34","2023 ","2023","White","2106-3",10,6540982,Unreliable
,"New Mexico","35","2018","2018","Black or African American","2054-5",0,53576,Unreliable
,"New Mexico","35","2018","2018","White","2106-3",12,1718901,Unreliable
,"New Mexico","35","2019","2019","Black or African American","2054-5",0,54772,Unreliable
,"New Mexico","35","2019","2019","White","2106-3",Suppressed,1716656,Suppressed
,"New Mexico","35","2020","2020","Black or African American","2054-5",0,56543,Unreliable
,"New Mexico","35","2020","2020","White","2106-3",Suppressed,1716720,Suppressed
,"New Mexico","35","2021","2021","Black or African American","2054-5",0,57350,Unreliable
,"New Mexico","35","2021","2021","White","2106-3",14,1720615,Unreliable
,"New Mexico","35","2022","2022","Black or African American","2054-5",0,58095,Unreliable
,"New Mexico","35","2022","2022","White","2106-3",Suppressed,1714851,Suppressed
,"New Mexico","35","2023 ","2023","Black or African American","2054-5",0,60042,Unreliable
,"New Mexico","35","2023 ","2023","White","2106-3",Suppressed,1706885,Suppressed
,"New York","36","2018","2018","Black or African American","2054-5",35,3447729,1.0
,"New York","36","2018","2018","White","2106-3",54,13619931,0.4
,"New York","36","2019","2019","Black or African American","2054-5",44,3421123,1.3
,"New York","36","2019","2019","White","2106-3",71,13546776,0.5
,"New York","36","2020","2020","Black or African American","2054-5",28,3410644,0.8
,"New York","36","2020","2020","White","2106-3",39,13395980,0.3
,"New York","36","2021","2021","Black or African American","2054-5",36,3499231,1.0
,"New York","36","2021","2021","White","2106-3",44,13711327,0.3
,"New York","36","2022","2022","Black or African American","2054-5",30,3491532,0.9
,"New York","36","2022","2022","White","2106-3",42,13501459,0.3
,"New York","36","2023 ","2023","Black or African American","2054-5",27,3457457,0.8
,"New York","36","2023 ","2023","White","2106-3",28,13408792,0.2
,"North Carolina","37","2018","2018","Black or African American","2054-5",20,2306797,0.9
,"North Carolina","37","2018","2018","White","2106-3",34,7334411,0.5
,"North Carolina","37","2019","2019","Black or African American","2054-5",34,2330563,1.5
,"North Carolina","37","2019","2019","White","2106-3",37,7399487,0.5
,"North Carolina","37","2020","2020","Black or African American","2054-5",41,2357626,1.7
,"North Carolina","37","2020","2020","White","2106-3",25,7449248,0.3
,"North Carolina","37","2021","2021","Black or African American","2054-5",34,2349731,1.4
,"North Carolina","37","2021","2021","White","2106-3",46,7392234,0.6
,"North Carolina","37","2022","2022","Black or African American","2054-5",31,2373876,1.3
,"North Carolina","37","2022","2022","White","2106-3",34,7480293,0.5
,"North Carolina","37","2023 ","2023","Black or African American","2054-5",28,2392417,1.2
,"North Carolina","37","2023 ","2023","White","2106-3",31,7564526,0.4
,"North Dakota","38","2018","2018","Black or African American","2054-5",0,25620,Unreliable
,"North Dakota","38","2018","2018","White","2106-3",Suppressed,661549,Suppressed
,"North Dakota","38","2019","2019","Black or African American","2054-5",Suppressed,25984,Suppressed
,"North Dakota","38","2019","2019","White","2106-3",Suppressed,662555,Suppressed
,"North Dakota","38","2020","2020","Black or African American","2054-5",Suppressed,26634,Suppressed
,"North Dakota","38","2020","2020","White","2106-3",Suppressed,663899,Suppressed
,"North Dakota","38","2021","2021","Black or African American","2054-5",0,27157,Unreliable
,"North Dakota","38","2021","2021","White","2106-3",Suppressed,671664,Suppressed
,"North Dakota","38","2022","2022","Black or African American","2054-5",0,28128,Unreliable
,"North Dakota","38","2022","2022","White","2106-3",Suppressed,675085,Suppressed
,"North Dakota","38","2023 ","2023","Black or African American","2054-5",0,29447,Unreliable
,"North Dakota","38","2023 ","2023","White","2106-3",0,677695,Unreliable
,"Ohio","39","2018","2018","Black or African American","2054-5",19,1517999,Unreliable
,"Ohio","39","2018","2018","White","2106-3",59,9571522,0.6
,"Ohio","39","2019","2019","Black or African American","2054-5",31,1525570,2.0
,"Ohio","39","2019","2019","White","2106-3",74,9552736,0.8
,"Ohio","39","2020","2020","Black or African American","2054-5",15,1535995,Unreliable
,"Ohio","39","2020","2020","White","2106-3",31,9517953,0.3
,"Ohio","39","2021","2021","Black or African American","2054-5",27,1560246,1.7
,"Ohio","39","2021","2021","White","2106-3",47,9560342,0.5
,"Ohio","39","2022","2022","Black or African American","2054-5",16,1565976,Unreliable
,"Ohio","39","2022","2022","White","2106-3",39,9509945,0.4
,"Ohio","39","2023 ","2023","Black or African American","2054-5",12,1582177,Unreliable
,"Ohio","39","2023 ","2023","White","2106-3",22,9502944,0.2
,"Oklahoma","40","2018","2018","Black or African American","2054-5",Suppressed,306890,Suppressed
,"Oklahoma","40","2018","2018","White","2106-3",17,2924365,Unreliable
,"Oklahoma","40","2019","2019","Black or African American","2054-5",Suppressed,307819,Suppressed
,"Oklahoma","40","2019","2019","White","2106-3",13,2927354,Unreliable
,"Oklahoma","40","2020","2020","Black or African American","2054-5",Suppressed,310208,Suppressed
,"Oklahoma","40","2020","2020","White","2106-3",Suppressed,2925794,Suppressed
,"Oklahoma","40","2021","2021","Black or African American","2054-5",Suppressed,312869,Suppressed
,"Oklahoma","40","2021","2021","White","2106-3",12,2917360,Unreliable
,"Oklahoma","40","2022","2022","Black or African American","2054-5",Suppressed,318339,Suppressed
,"Oklahoma","40","2022","2022","White","2106-3",11,2936122,Unreliable
,"Oklahoma","40","2023 ","2023","Black or African American","2054-5",Suppressed,321327,Suppressed
,"Oklahoma","40","2023 ","2023","White","2106-3",Suppressed,2954232,Suppressed
,"Oregon","41","2018","2018","Black or African American","2054-5",0,92958,Unreliable
,"Oregon","41","2018","2018","White","2106-3",Suppressed,3635926,Suppressed
,"Oregon","41","2019","2019","Black or African American","2054-5",0,93740,Unreliable
,"Oregon","41","2019","2019","White","2106-3",10,3655136,Unreliable
,"Oregon","41","2020","2020","Black or African American","2054-5",Suppressed,94923,Suppressed
,"Oregon","41","2020","2020","White","2106-3",13,3664352,Unreliable
,"Oregon","41","2021","2021","Black or African American","2054-5",Suppressed,96520,Suppressed
,"Oregon","41","2021","2021","White","2106-3",14,3659596,Unreliable
,"Oregon","41","2022","2022","Black or African American","2054-5",Suppressed,99222,Suppressed
,"Oregon","41","2022","2022","White","2106-3",14,3640385,Unreliable
,"Oregon","41","2023 ","2023","Black or African American","2054-5",0,101360,Unreliable
,"Oregon","41","2023 ","2023","White","2106-3",Suppressed,3624265,Suppressed
,"Pennsylvania","42","2018","2018","Black or African American","2054-5",18,1531457,Unreliable
,"Pennsylvania","42","2018","2018","White","2106-3",43,10476085,0.4
,"Pennsylvania","42","2019","2019","Black or African American","2054-5",19,1540092,Unreliable
,"Pennsylvania","42","2019","2019","White","2106-3",56,10447062,0.5
,"Pennsylvania","42","2020","2020","Black or African American","2054-5",10,1551913,Unreliable
,"Pennsylvania","42","2020","2020","White","2106-3",14,10388566,Unreliable
,"Pennsylvania","42","2021","2021","Black or African American","2054-5",13,1586231,Unreliable
,"Pennsylvania","42","2021","2021","White","2106-3",30,10502382,0.3
,"Pennsylvania","42","2022","2022","Black or African American","2054-5",13,1582451,Unreliable
,"Pennsylvania","42","2022","2022","White","2106-3",32,10479634,0.3
,"Pennsylvania","42","2023 ","2023","Black or African American","2054-5",11,1588520,Unreliable
,"Pennsylvania","42","2023 ","2023","White","2106-3",20,10441408,0.2
,"Rhode Island","44","2018","2018","Black or African American","2054-5",0,88411,Unreliable
,"Rhode Island","44","2018","2018","White","2106-3",Suppressed,887259,Suppressed
,"Rhode Island","44","2019","2019","Black or African American","2054-5",0,90108,Unreliable
,"Rhode Island","44","2019","2019","White","2106-3",Suppressed,885518,Suppressed
,"Rhode Island","44","2020","2020","Black or African American","2054-5",0,91950,Unreliable
,"Rhode Island","44","2020","2020","White","2106-3",Suppressed,880551,Suppressed
,"Rhode Island","44","2021","2021","Black or African American","2054-5",0,96864,Unreliable
,"Rhode Island","44","2021","2021","White","2106-3",Suppressed,910242,Suppressed
,"Rhode Island","44","2022","2022","Black or African American","2054-5",Suppressed,99051,Suppressed
,"Rhode Island","44","2022","2022","White","2106-3",Suppressed,905102,Suppressed
,"Rhode Island","44","2023 ","2023","Black or African American","2054-5",0,101424,Unreliable
,"Rhode Island","44","2023 ","2023","White","2106-3",Suppressed,903228,Suppressed
,"South Carolina","45","2018","2018","Black or African American","2054-5",10,1380145,Unreliable
,"South Carolina","45","2018","2018","White","2106-3",15,3483455,Unreliable
,"South Carolina","45","2019","2019","Black or African American","2054-5",19,1388017,Unreliable
,"South Carolina","45","2019","2019","White","2106-3",17,3532048,Unreliable
,"South Carolina","45","2020","2020","Black or African American","2054-5",18,1398839,Unreliable
,"South Carolina","45","2020","2020","White","2106-3",12,3578889,Unreliable
,"South Carolina","45","2021","2021","Black or African American","2054-5",17,1383427,Unreliable
,"South Carolina","45","2021","2021","White","2106-3",20,3561602,0.6
,"South Carolina","45","2022","2022","Black or African American","2054-5",15,1386941,Unreliable
,"South Carolina","45","2022","2022","White","2106-3",Suppressed,3637779,Suppressed
,"South Carolina","45","2023 ","2023","Black or African American","2054-5",Suppressed,1394802,Suppressed
,"South Carolina","45","2023 ","2023","White","2106-3",Suppressed,3708583,Suppressed
,"South Dakota","46","2018","2018","Black or African American","2054-5",0,21000,Unreliable
,"South Dakota","46","2018","2018","White","2106-3",Suppressed,744733,Suppressed
,"South Dakota","46","2019","2019","Black or African American","2054-5",Suppressed,20332,Suppressed
,"South Dakota","46","2019","2019","White","2106-3",Suppressed,748070,Suppressed
,"South Dakota","46","2020","2020","Black or African American","2054-5",Suppressed,21455,Suppressed
,"South Dakota","46","2020","2020","White","2106-3",Suppressed,752682,Suppressed
,"South Dakota","46","2021","2021","Black or African American","2054-5",Suppressed,22058,Suppressed
,"South Dakota","46","2021","2021","White","2106-3",Suppressed,753542,Suppressed
,"South Dakota","46","2022","2022","Black or African American","2054-5",0,23377,Unreliable
,"South Dakota","46","2022","2022","White","2106-3",Suppressed,766469,Suppressed
,"South Dakota","46","2023 ","2023","Black or African American","2054-5",0,24076,Unreliable
,"South Dakota","46","2023 ","2023","White","2106-3",0,773858,Unreliable
,"Tennessee","47","2018","2018","Black or African American","2054-5",19,1155631,Unreliable
,"Tennessee","47","2018","2018","White","2106-3",26,5315272,0.5
,"Tennessee","47","2019","2019","Black or African American","2054-5",15,1164461,Unreliable
,"Tennessee","47","2019","2019","White","2106-3",26,5354405,0.5
,"Tennessee","47","2020","2020","Black or African American","2054-5",18,1172146,Unreliable
,"Tennessee","47","2020","2020","White","2106-3",32,5393461,0.6
,"Tennessee","47","2021","2021","Black or African American","2054-5",22,1184041,1.9
,"Tennessee","47","2021","2021","White","2106-3",40,5457887,0.7
,"Tennessee","47","2022","2022","Black or African American","2054-5",17,1180864,Unreliable
,"Tennessee","47","2022","2022","White","2106-3",29,5521401,0.5
,"Tennessee","47","2023 ","2023","Black or African American","2054-5",17,1177596,Unreliable
,"Tennessee","47","2023 ","2023","White","2106-3",21,5584730,0.4
,"Texas","48","2018","2018","Black or African American","2054-5",33,3673855,0.9
,"Texas","48","2018","2018","White","2106-3",109,22624867,0.5
,"Texas","48","2019","2019","Black or African American","2054-5",35,3739221,0.9
,"Texas","48","2019","2019","White","2106-3",101,22806130,0.4
,"Texas","48","2020","2020","Black or African American","2054-5",39,3844253,1.0
,"Texas","48","2020","2020","White","2106-3",107,22958002,0.5
,"Texas","48","2021","2021","Black or African American","2054-5",50,3894860,1.3
,"Texas","48","2021","2021","White","2106-3",155,23012250,0.7
,"Texas","48","2022","2022","Black or African American","2054-5",35,4020772,0.9
,"Texas","48","2022","2022","White","2106-3",115,23242116,0.5
,"Texas","48","2023 ","2023","Black or African American","2054-5",35,4157785,0.8
,"Texas","48","2023 ","2023","White","2106-3",84,23436057,0.4
,"Utah","49","2018","2018","Black or African American","2054-5",0,45700,Unreliable
,"Utah","49","2018","2018","White","2106-3",11,2865634,Unreliable
,"Utah","49","2019","2019","Black or African American","2054-5",Suppressed,47537,Suppressed
,"Utah","49","2019","2019","White","2106-3",16,2904132,Unreliable
,"Utah","49","2020","2020","Black or African American","2054-5",0,48513,Unreliable
,"Utah","49","2020","2020","White","2106-3",Suppressed,2938461,Suppressed
,"Utah","49","2021","2021","Black or African American","2054-5",Suppressed,50597,Suppressed
,"Utah","49","2021","2021","White","2106-3",13,3013038,Unreliable
,"Utah","49","2022","2022","Black or African American","2054-5",0,52777,Unreliable
,"Utah","49","2022","2022","White","2106-3",Suppressed,3043600,Suppressed
,"Utah","49","2023 ","2023","Black or African American","2054-5",Suppressed,55081,Suppressed
,"Utah","49","2023 ","2023","White","2106-3",Suppressed,3068788,Suppressed
,"Vermont","50","2018","2018","Black or African American","2054-5",0,8753,Unreliable
,"Vermont","50","2018","2018","White","2106-3",Suppressed,589986,Suppressed
,"Vermont","50","2019","2019","Black or African American","2054-5",0,8774,Unreliable
,"Vermont","50","2019","2019","White","2106-3",Suppressed,588102,Suppressed
,"Vermont","50","2020","2020","Black or African American","2054-5",0,8900,Unreliable
,"Vermont","50","2020","2020","White","2106-3",0,586496,Unreliable
,"Vermont","50","2021","2021","Black or African American","2054-5",0,9393,Unreliable
,"Vermont","50","2021","2021","White","2106-3",0,607082,Unreliable
,"Vermont","50","2022","2022","Black or African American","2054-5",0,9830,Unreliable
,"Vermont","50","2022","2022","White","2106-3",0,607189,Unreliable
,"Vermont","50","2023 ","2023","Black or African American","2054-5",0,10445,Unreliable
,"Vermont","50","2023 ","2023","White","2106-3",0,606164,Unreliable
,"Virginia","51","2018","2018","Black or African American","2054-5",10,1691267,Unreliable
,"Virginia","51","2018","2018","White","2106-3",26,5918670,0.4
,"Virginia","51","2019","2019","Black or African American","2054-5",21,1696911,1.2
,"Virginia","51","2019","2019","White","2106-3",31,5922648,0.5
,"Virginia","51","2020","2020","Black or African American","2054-5",13,1713129,Unreliable
,"Virginia","51","2020","2020","White","2106-3",31,5928117,0.5
,"Virginia","51","2021","2021","Black or African American","2054-5",24,1729436,1.4
,"Virginia","51","2021","2021","White","2106-3",35,5942209,0.6
,"Virginia","51","2022","2022","Black or African American","2054-5",25,1737910,1.4
,"Virginia","51","2022","2022","White","2106-3",31,5947332,0.5
,"Virginia","51","2023 ","2023","Black or African American","2054-5",11,1744373,Unreliable
,"Virginia","51","2023 ","2023","White","2106-3",18,5954674,Unreliable
,"Washington","53","2018","2018","Black or African American","2054-5",Suppressed,322826,Suppressed
,"Washington","53","2018","2018","White","2106-3",26,5944924,0.4
,"Washington","53","2019","2019","Black or African American","2054-5",Suppressed,331924,Suppressed
,"Washington","53","2019","2019","White","2106-3",27,5977696,0.5
,"Washington","53","2020","2020","Black or African American","2054-5",Suppressed,340660,Suppressed
,"Washington","53","2020","2020","White","2106-3",Suppressed,5992328,Suppressed
,"Washington","53","2021","2021","Black or African American","2054-5",Suppressed,348170,Suppressed
,"Washington","53","2021","2021","White","2106-3",15,5995925,Unreliable
,"Washington","53","2022","2022","Black or African American","2054-5",Suppressed,357430,Suppressed
,"Washington","53","2022","2022","White","2106-3",Suppressed,5982306,Suppressed
,"Washington","53","2023 ","2023","Black or African American","2054-5",Suppressed,364647,Suppressed
,"Washington","53","2023 ","2023","White","2106-3",15,5963225,Unreliable
,"West Virginia","54","2018","2018","Black or African American","2054-5",0,65231,Unreliable
,"West Virginia","54","2018","2018","White","2106-3",14,1687993,Unreliable
,"West Virginia","54","2019","2019","Black or African American","2054-5",Suppressed,64610,Suppressed
,"West Virginia","54","2019","2019","White","2106-3",12,1675122,Unreliable
,"West Virginia","54","2020","2020","Black or African American","2054-5",Suppressed,65244,Suppressed
,"West Virginia","54","2020","2020","White","2106-3",Suppressed,1665040,Suppressed
,"West Virginia","54","2021","2021","Black or African American","2054-5",Suppressed,66240,Suppressed
,"West Virginia","54","2021","2021","White","2106-3",Suppressed,1660372,Suppressed
,"West Virginia","54","2022","2022","Black or African American","2054-5",Suppressed,66210,Suppressed
,"West Virginia","54","2022","2022","White","2106-3",Suppressed,1648034,Suppressed
,"West Virginia","54","2023 ","2023","Black or African American","2054-5",0,67346,Unreliable
,"West Virginia","54","2023 ","2023","White","2106-3",Suppressed,1642905,Suppressed
,"Wisconsin","55","2018","2018","Black or African American","2054-5",Suppressed,389047,Suppressed
,"Wisconsin","55","2018","2018","White","2106-3",10,5063526,Unreliable
,"Wisconsin","55","2019","2019","Black or African American","2054-5",Suppressed,390543,Suppressed
,"Wisconsin","55","2019","2019","White","2106-3",18,5067781,Unreliable
,"Wisconsin","55","2020","2020","Black or African American","2054-5",Suppressed,393117,Suppressed
,"Wisconsin","55","2020","2020","White","2106-3",11,5058584,Unreliable
,"Wisconsin","55","2021","2021","Black or African American","2054-5",Suppressed,398693,Suppressed
,"Wisconsin","55","2021","2021","White","2106-3",11,5106775,Unreliable
,"Wisconsin","55","2022","2022","Black or African American","2054-5",Suppressed,390428,Suppressed
,"Wisconsin","55","2022","2022","White","2106-3",15,5103755,Unreliable
,"Wisconsin","55","2023 ","2023","Black or African American","2054-5",Suppressed,392333,Suppressed
,"Wisconsin","55","2023 ","2023","White","2106-3",12,5109837,Unreliable
,"Wyoming","56","2018","2018","Black or African American","2054-5",0,7557,Unreliable
,"Wyoming","56","2018","2018","White","2106-3",Suppressed,534943,Suppressed
,"Wyoming","56","2019","2019","Black or African American","2054-5",0,7467,Unreliable
,"Wyoming","56","2019","2019","White","2106-3",Suppressed,535371,Suppressed
,"Wyoming","56","2020","2020","Black or African American","2054-5",0,7083,Unreliable
,"Wyoming","56","2020","2020","White","2106-3",Suppressed,538519,Suppressed
,"Wyoming","56","2021","2021","Black or African American","2054-5",0,7087,Unreliable
,"Wyoming","56","2021","2021","White","2106-3",Suppressed,534669,Suppressed
,"Wyoming","56","2022","2022","Black or African American","2054-5",Suppressed,7162,Suppressed
,"Wyoming","56","2022","2022","White","2106-3",Suppressed,536573,Suppressed
,"Wyoming","56","2023 ","2023","Black or African American","2054-5",0,7048,Unreliable
,"Wyoming","56","2023 ","2023","White","2106-3",Suppressed,538988,Suppressed
"---"
"Dataset: Multiple Cause of Death, 2018-2023, Single Race"
"Query Parameters:"
"MCD - ICD-10 Codes: O00-O99 (Pregnancy, childbirth and the puerperium)"
"Single Race 6: Black or African American; White"
"Group By: State; Year; Single Race 6"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-expanded.html for more information."
"---"
"Query Date: Jan 31, 2026 1:54:16 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 2018-2023 on CDC WONDER Online Database, released in 2024. Data are from the Multiple Cause of Death Files,"
"2018-2023, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10-expanded.html on Jan 31, 2026 1:54:16 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Assurance of Confidentiality."
"2. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Unreliable."
"3. The population figures for years 2023 are single-race estimates of the July 1 resident population, from the Vintage 2023"
"postcensal series released by the Census Bureau on June 27, 2024. The 2023 series is based on the Modified Blended Base produced"
"by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The Modified Blended Base consists of the blend"
"of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic Analysis Estimates, and 2020 Census data"
"from the internal Census Edited File (CEF). The population figures for years 2022 are single-race estimates of the July 1"
"resident population, from the Vintage 2022 postcensal series released by the Census Bureau on June 22, 2023. The 2022 series is"
"based on the Modified Blended Base produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The"
"Modified Blended Base consists of the blend of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic"
"Analysis Estimates, and 2020 Census data from the internal Census Edited File (CEF). The population figures for year 2021 are"
"single-race estimates of the July 1 resident population, based on the Blended Base produced by the US Census Bureau in lieu of"
"the April 1, 2020 decennial population count, from the Vintage 2021 postcensal series released by the Census Bureau on June 30,"
"2022. The population figures for year 2020 are single-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series based on April 2010 Census, released by the Census Bureau on July 27, 2021. The population figures for year"
"2019 are single-race estimates of the July 1 resident population, from the Vintage 2019 postcensal series based on April 2010"
"Census, released by the Census Bureau on June 25, 2020. The population figures for year 2018 are single-race estimates of the"
"July 1 resident population, from the Vintage 2018 postcensal series based on April 2010 Census, released by the Census Bureau on"
"June 20, 2019. More information: http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Population Data."
"4. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Age"
"Group."
"5. Beginning with the 2018 data, changes have been implemented that affect the counts for ICD-10 cause of death codes O00-O99"
"compared to previous practice. In addition, data for the cause of death codes O00-O99 for 2003 through 2017 reflect differences"
"in information available to individual states and probable errors. Caution should be used in interpreting these data. More"
"information can be found at: https://www.cdc.gov/nchs/maternal-mortality/."
"6. Connecticut population estimates for 2022 and later years are reported for 9 planning regions as county equivalent areas,"
"instead of the former 8 legacy counties in the Vintage 2022 postcensal series released by the Census Bureau on June 22, 2023,"
"and in the Vintage 2023 postcensal series released by the Census Bureau on June 27, 2024. Populations estimates for the former"
"counties are not available for 2022 and later years. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Connecticut-2022."
"7. After the creation of the final 2023 dataset, North Carolina updated the cause of death information for over 900 death"
"certificates to include a cause of death code indicating drug overdose (ICD-10 underlying cause-of-death codes: X40-X44,"
"X60-X64, X85, and Y10-Y14). Jurisdictions can continue to update death certificates after the closing of the mortality file. As"
"a result, users should consider that the actual death count for drug overdose deaths for North Carolina in 2023 is over 4,400"
"deaths, with a crude rate of approximately 41.0 per 100,000 population, and an age-adjusted rate of approximately 42.1 per"
"100,000 population. These deaths will not be updated on the final mortality datasets."
